County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,State,FoundryCounty,MexicanBorderCounty
17001,45965,67081,50263,66599,40.6,48.7%,94.5%,20.6%,8.3%,1.3%,0.7%,13.5%,4.6%,2.0%,0.007,639,0.779117783,Greater Appalachia,855.2055821,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17003,27265,7364,5444,7320,39.7,49.3%,63.8%,9.8%,15.4%,0.8%,0.6%,21.5%,8.2%,6.2%,0.02,433,0.463063552,Greater Appalachia,235.5211363,Small metro,17,FALSE,FALSE
17005,47946,17313,13347,17112,40.1,50.7%,92.9%,17.8%,5.0%,1.7%,1.2%,14.3%,4.6%,1.9%,0.008,691,0.51816554,Greater Appalachia,380.2792172,Large fringe metro,17,FALSE,FALSE
17007,58248,53851,37766,50736,38.2,49.9%,89.1%,17.8%,9.7%,11.3%,5.8%,9.7%,5.4%,1.0%,0.003,1096,0.381645652,Yankeedom,280.7354883,Medium metro,17,FALSE,FALSE
17009,50739,6859,5690,6804,37.7,63.8%,81.8%,17.1%,4.8%,1.3%,0.8%,7.7%,2.9%,1.4%,0.006,627,0.440297419,Greater Appalachia,305.6069164,Noncore (nonmetropolitan),17,FALSE,FALSE
17011,50423,34115,25794,33303,43.4,49.0%,96.0%,19.3%,8.8%,3.7%,2.4%,13.0%,5.4%,1.2%,0.005,712,0.443148175,Midlands,869.033331,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17013,53869,4999,3866,4970,46.9,50.6%,99.8%,19.9%,4.7%,0.9%,0.6%,15.9%,5.7%,1.7%,0.007,665,0.786357271,Greater Appalachia,253.8246852,Large fringe metro,17,FALSE,FALSE
17015,48631,14926,11674,14679,47.5,50.0%,97.2%,18.7%,9.2%,3.4%,1.7%,14.9%,4.7%,1.6%,0.006,648,0.564183304,Yankeedom,445.0630031,Noncore (nonmetropolitan),17,FALSE,FALSE
17017,47434,13254,9672,12175,39.2,51.1%,91.0%,12.6%,9.6%,10.8%,8.1%,12.9%,4.8%,1.8%,0.006,629,0.661460691,Greater Appalachia,375.8109164,Noncore (nonmetropolitan),17,FALSE,FALSE
17019,46495,205766,152417,189970,29.3,49.9%,75.9%,29.4%,7.8%,11.7%,7.7%,8.6%,4.8%,1.5%,0.005,888,0.335196291,Greater Appalachia,996.2361923,Small metro,17,FALSE,FALSE
17021,45334,34200,26101,34112,42,51.1%,97.4%,15.8%,7.5%,0.9%,0.3%,13.2%,5.7%,2.0%,0.007,642,0.48005848,Greater Appalachia,709.3773338,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17023,50517,16159,12083,16025,43.4,48.4%,98.6%,20.4%,8.9%,1.2%,0.8%,14.8%,5.1%,1.7%,0.006,684,0.640757473,Greater Appalachia,501.4208572,Noncore (nonmetropolitan),17,FALSE,FALSE
17025,44209,13582,10209,13505,42.8,49.2%,99.1%,18.3%,9.5%,1.0%,0.6%,17.1%,5.8%,2.3%,0.01,552,0.808791047,Greater Appalachia,468.3260223,Noncore (nonmetropolitan),17,FALSE,FALSE
17027,63236,37929,28911,37752,40.1,51.3%,95.3%,23.4%,5.5%,1.3%,0.5%,11.2%,4.0%,0.8%,0.003,829,0.697250125,Greater Appalachia,474.0848479,Large fringe metro,17,FALSE,FALSE
17029,39588,53037,40539,52381,33.3,48.2%,94.9%,21.1%,9.7%,2.1%,1.2%,12.8%,5.5%,2.1%,0.007,671,0.427814545,Greater Appalachia,508.2877347,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17031,55251,5236393,3904033,4659443,35.9,48.5%,58.7%,28.5%,14.1%,21.1%,11.0%,10.3%,6.0%,3.0%,0.008,1179,0.591460381,Yankeedom-Midlands,944.991311,Large central metro,17,TRUE,FALSE
17033,47468,19541,15109,19472,42.4,51.6%,95.5%,23.9%,8.9%,0.8%,0.4%,15.3%,5.3%,1.7%,0.005,598,0.383910752,Greater Appalachia,443.6304876,Noncore (nonmetropolitan),17,FALSE,FALSE
17035,46061,10943,8171,10856,41.6,50.3%,98.6%,18.6%,6.9%,1.3%,0.8%,18.1%,4.8%,1.6%,0.006,588,0.27460477,Greater Appalachia,346.0259468,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17037,54101,104345,75502,99969,30.3,49.4%,85.7%,23.7%,9.2%,6.6%,4.2%,9.2%,4.8%,0.9%,0.002,1014,0.468235181,Yankeedom,631.3515793,Large fringe metro,17,FALSE,FALSE
17039,53959,16388,12468,16244,42.8,50.3%,98.2%,20.0%,7.9%,1.4%,0.9%,12.2%,5.1%,1.5%,0.006,698,0.396448621,Greater Appalachia,397.5476077,Small metro,17,FALSE,FALSE
17041,51810,19826,14359,19399,38.3,49.0%,97.1%,17.2%,18.0%,3.9%,2.2%,10.4%,4.5%,1.2%,0.004,709,0.672399879,Greater Appalachia,416.6646978,Noncore (nonmetropolitan),17,FALSE,FALSE
17043,79658,930412,684515,853711,38.8,49.0%,81.3%,36.3%,8.3%,18.6%,8.2%,7.9%,4.7%,0.9%,0.002,1463,0.705115583,Yankeedom,327.5176135,Large fringe metro,17,TRUE,FALSE
17045,45691,17992,13696,17923,43.4,48.9%,99.0%,19.7%,8.1%,0.8%,0.4%,14.4%,5.7%,2.4%,0.008,626,0.437305469,Greater Appalachia,623.3742118,Noncore (nonmetropolitan),17,FALSE,FALSE
17047,44497,6649,4997,6646,43.7,49.4%,99.2%,20.1%,8.2%,0.3%,0.0%,15.5%,5.2%,1.1%,0.003,495,0.636035494,Greater Appalachia,222.4186781,Noncore (nonmetropolitan),17,FALSE,FALSE
17049,52224,34332,25252,34081,38.9,50.0%,98.4%,23.0%,6.9%,1.2%,0.7%,11.9%,4.2%,1.5%,0.006,652,0.69142491,Greater Appalachia,478.7773567,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17051,43944,22136,16749,22081,40.1,52.5%,94.3%,15.2%,11.9%,0.8%,0.2%,15.8%,5.6%,2.1%,0.008,576,0.453333936,Greater Appalachia,716.4849896,Noncore (nonmetropolitan),17,FALSE,FALSE
17053,49947,13835,10353,13785,42.7,49.5%,98.7%,17.6%,8.7%,0.8%,0.4%,15.8%,4.7%,1.4%,0.005,632,0.555113842,Midlands,485.6082982,Small metro,17,FALSE,FALSE
17055,39512,39694,29931,39476,42.1,49.3%,98.6%,17.7%,10.6%,0.9%,0.5%,19.3%,7.3%,3.4%,0.011,569,0.558270771,Greater Appalachia,408.8903339,Noncore (nonmetropolitan),17,FALSE,FALSE
17057,46083,36323,28189,35950,42.2,51.9%,95.5%,18.6%,7.7%,1.7%,1.0%,13.2%,6.5%,2.0%,0.006,637,0.376951243,Greater Appalachia,865.5950144,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17059,39636,5385,4216,5385,45.1,47.7%,98.5%,14.1%,9.4%,0.5%,0.0%,23.0%,7.0%,4.0%,0.014,441,0.551532033,Greater Appalachia,323.0709661,Noncore (nonmetropolitan),17,FALSE,FALSE
17061,42565,13502,10263,13474,42.6,50.3%,98.4%,13.9%,9.1%,0.4%,0.2%,15.9%,5.0%,3.0%,0.011,597,0.55873204,Greater Appalachia,543.0192166,Noncore (nonmetropolitan),17,FALSE,FALSE
17063,65887,50277,35960,49672,37.2,49.9%,95.3%,19.0%,7.2%,3.7%,1.2%,10.8%,5.9%,0.7%,0.003,1116,0.409988663,Midlands,418.0519416,Large fringe metro,17,FALSE,FALSE
17065,44159,8322,6301,8322,43.2,49.1%,99.4%,17.0%,10.0%,0.0%,0.0%,15.8%,5.0%,2.3%,0.008,580,0.560682528,Greater Appalachia,434.6655542,Noncore (nonmetropolitan),17,FALSE,FALSE
17067,47699,18738,14406,18643,46.2,49.4%,98.7%,22.7%,7.4%,1.3%,0.5%,13.7%,6.0%,1.7%,0.005,586,0.540879496,Greater Appalachia,793.7258713,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17069,38838,4228,3278,4228,46.6,51.7%,97.6%,16.8%,11.0%,0.7%,0.0%,26.3%,7.3%,4.2%,0.016,455,0.290444655,Greater Appalachia,177.5282125,Noncore (nonmetropolitan),17,FALSE,FALSE
17071,47672,7042,5549,7016,49.1,48.7%,98.6%,17.0%,7.3%,1.0%,0.4%,17.3%,5.0%,1.5%,0.005,571,0.346066458,Midlands,378.8718999,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17073,53480,49883,37189,49319,42.2,49.6%,95.8%,21.6%,6.6%,2.1%,1.1%,11.6%,5.8%,1.3%,0.004,694,0.457450434,Midlands,822.9968539,Medium metro,17,FALSE,FALSE
17075,47834,29053,21870,28491,44.1,48.8%,95.5%,17.9%,8.3%,3.1%,1.9%,13.0%,5.0%,2.0%,0.008,685,0.540667057,Midlands,1117.291391,Noncore (nonmetropolitan),17,FALSE,FALSE
17077,33871,59534,45090,56886,30.1,50.2%,80.5%,25.8%,9.1%,6.3%,4.4%,11.8%,5.3%,2.7%,0.009,682,0.491467061,Greater Appalachia,584.0719495,Small metro,17,FALSE,FALSE
17079,54209,9635,7291,9517,42.9,49.9%,98.5%,22.3%,7.9%,1.5%,1.2%,15.9%,5.8%,1.5%,0.005,592,0.525168656,Greater Appalachia,494.5150418,Noncore (nonmetropolitan),17,FALSE,FALSE
17081,43247,38578,29290,38274,40.7,51.4%,90.2%,19.2%,9.0%,1.5%,0.8%,16.8%,6.0%,2.6%,0.009,640,0.576701747,Greater Appalachia,571.1664872,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17083,53271,22625,17038,22483,42.3,48.9%,98.6%,20.2%,8.9%,1.2%,0.6%,11.9%,5.2%,1.5%,0.006,757,0.556640884,Greater Appalachia,369.2808883,Large fringe metro,17,FALSE,FALSE
17085,53221,22397,17482,22095,48.2,50.2%,98.8%,22.5%,6.8%,2.9%,1.3%,11.8%,4.3%,0.9%,0.003,769,0.576818324,Yankeedom,600.9059253,Noncore (nonmetropolitan),17,FALSE,FALSE
17087,42287,12829,10213,12823,43.2,56.6%,90.5%,19.1%,7.9%,0.5%,0.0%,15.5%,7.8%,2.1%,0.008,579,0.360355445,Greater Appalachia,343.9170475,Noncore (nonmetropolitan),17,FALSE,FALSE
17089,70696,524886,366615,463322,35.9,49.8%,74.5%,24.7%,11.9%,18.6%,11.7%,8.0%,4.9%,1.0%,0.003,1362,0.510106957,Yankeedom,520.1631603,Large fringe metro,17,TRUE,FALSE
17091,52110,112221,81488,108718,37.3,49.2%,81.9%,17.4%,9.4%,4.9%,3.1%,16.4%,5.8%,2.4%,0.007,926,0.500325251,Midlands,676.5708762,Small metro,17,TRUE,FALSE
17093,84385,120036,81018,115885,33.8,49.7%,85.8%,27.1%,5.1%,9.0%,3.5%,7.0%,5.0%,0.6%,0.002,1695,0.328634743,Midlands,320.2844579,Large fringe metro,17,FALSE,FALSE
17095,39976,52112,40174,51440,42.1,50.2%,88.5%,19.8%,8.8%,2.3%,1.3%,15.0%,5.7%,2.5%,0.008,600,0.357978968,Midlands,716.4150842,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17097,78026,702898,498219,635841,37.6,49.9%,82.7%,31.7%,9.8%,18.3%,9.5%,8.0%,4.7%,1.2%,0.003,1505,0.539344258,Yankeedom,443.8771347,Large fringe metro,17,TRUE,FALSE
17099,50633,112579,84944,110382,41.6,50.1%,95.4%,17.4%,9.2%,3.4%,2.0%,12.5%,5.6%,1.5%,0.005,777,0.47571039,Midlands,1135.136487,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17101,40841,16665,13396,16596,40.7,60.0%,76.8%,15.5%,6.2%,0.9%,0.4%,13.7%,7.2%,1.8%,0.007,512,0.403120312,Greater Appalachia,372.1781043,Noncore (nonmetropolitan),17,FALSE,FALSE
17103,52379,35027,27064,34621,42.2,52.9%,92.6%,18.7%,7.9%,2.2%,1.2%,11.3%,4.6%,1.4%,0.004,751,0.524281269,Yankeedom,724.857094,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17105,54254,37689,28889,37465,41.3,50.4%,93.2%,16.1%,6.0%,1.2%,0.6%,12.4%,4.9%,1.4%,0.005,730,0.511289766,Midlands,1044.228357,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17107,50539,29956,23129,29806,39.7,50.7%,84.5%,17.3%,5.6%,0.9%,0.5%,11.8%,5.2%,1.4%,0.005,678,0.469421819,Greater Appalachia,618.0564519,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17109,40314,32009,23854,31214,30.7,48.9%,92.1%,24.1%,7.4%,3.8%,2.5%,11.8%,5.5%,1.7%,0.006,654,0.381017839,Greater Appalachia,589.4073736,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17111,77222,307357,220802,292703,39.3,49.8%,93.1%,27.3%,7.7%,9.6%,4.8%,8.3%,5.0%,0.7%,0.002,1457,0.539109244,Yankeedom,603.2214332,Large fringe metro,17,TRUE,FALSE
17113,62211,173114,125984,165647,32.7,48.7%,86.0%,30.6%,6.0%,6.4%,4.3%,9.0%,4.7%,1.0%,0.003,952,0.472370808,Greater Appalachia,1183.349512,Small metro,17,FALSE,FALSE
17115,47176,109193,81746,107805,40.6,47.9%,82.8%,21.1%,8.6%,2.2%,1.3%,14.1%,6.1%,3.0%,0.01,685,0.497312099,Greater Appalachia,580.6874162,Small metro,17,FALSE,FALSE
17117,51206,46844,35487,46724,42.6,49.5%,98.6%,18.3%,8.2%,0.6%,0.3%,15.0%,5.2%,2.2%,0.008,694,0.546494749,Greater Appalachia,862.9188925,Large fringe metro,17,FALSE,FALSE
17119,53431,267356,201345,264170,39.5,48.9%,90.2%,23.8%,7.9%,2.3%,1.2%,11.8%,5.3%,2.2%,0.007,847,0.490376128,Greater Appalachia,715.7338128,Large fringe metro,17,FALSE,FALSE
17121,42238,38665,28951,38485,41.7,49.0%,94.9%,18.4%,10.3%,1.0%,0.5%,17.7%,5.8%,3.1%,0.009,633,0.631216863,Greater Appalachia,572.3741939,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17123,53423,12173,9409,12067,45.9,49.3%,97.5%,19.8%,6.3%,1.9%,0.9%,12.1%,6.0%,1.2%,0.002,689,0.537090282,Midlands,386.7924595,Medium metro,17,FALSE,FALSE
17125,41567,14126,10802,14081,44.7,49.5%,98.4%,16.3%,8.3%,0.8%,0.3%,15.6%,6.2%,2.0%,0.006,614,0.46580773,Greater Appalachia,539.2376483,Noncore (nonmetropolitan),17,FALSE,FALSE
17127,40977,15016,11392,14964,43.7,48.2%,93.3%,17.6%,10.9%,1.0%,0.3%,20.8%,6.2%,3.2%,0.013,655,0.684869473,Greater Appalachia,237.2176151,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17129,60486,12611,9454,12601,42.5,48.8%,98.1%,22.8%,5.5%,0.4%,0.1%,12.4%,4.2%,1.2%,0.003,823,0.456585521,Greater Appalachia,314.4374311,Small metro,17,FALSE,FALSE
17131,54757,16107,12204,16066,44.3,49.6%,98.2%,17.6%,5.1%,0.6%,0.3%,12.4%,5.4%,1.1%,0.004,669,0.459303408,Midlands,561.1996352,Medium metro,17,FALSE,FALSE
17133,70859,33539,25026,33439,42.1,49.1%,98.6%,25.4%,4.5%,1.5%,0.3%,9.9%,3.7%,0.5%,0.002,1091,0.628164227,Greater Appalachia,385.0168,Large fringe metro,17,FALSE,FALSE
17135,46966,29348,22615,29270,42.2,52.1%,90.1%,15.4%,4.8%,0.8%,0.3%,11.3%,6.2%,2.3%,0.008,636,0.475160147,Greater Appalachia,703.6864794,Noncore (nonmetropolitan),17,FALSE,FALSE
17137,45978,35129,26589,34820,41,50.6%,93.2%,19.7%,7.6%,1.6%,0.9%,13.2%,4.4%,2.5%,0.009,683,0.490022489,Greater Appalachia,568.803718,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17139,49681,14927,10971,14842,41,48.9%,99.3%,17.2%,12.1%,1.1%,0.6%,11.1%,4.3%,1.1%,0.004,709,0.528170429,Greater Appalachia,335.9432078,Noncore (nonmetropolitan),17,FALSE,FALSE
17141,54849,52397,38937,50603,41.5,49.8%,96.8%,19.9%,8.1%,5.6%,3.4%,11.8%,5.2%,1.1%,0.003,856,0.418039201,Yankeedom,758.5775913,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17143,51147,187112,137281,181391,36.8,48.4%,76.7%,25.8%,8.4%,5.4%,3.1%,11.0%,6.3%,2.7%,0.008,786,0.541638163,Midlands,619.1895355,Medium metro,17,FALSE,FALSE
17145,42478,21810,16889,21763,40.8,53.1%,89.4%,16.5%,8.4%,1.2%,0.2%,14.2%,6.5%,2.0%,0.007,566,0.591930307,Greater Appalachia,441.7727324,Noncore (nonmetropolitan),17,FALSE,FALSE
17147,66261,16495,12376,16419,43.3,49.5%,99.4%,25.9%,5.3%,0.6%,0.5%,10.3%,4.5%,0.7%,0.002,821,0.395938163,Greater Appalachia,439.1700069,Small metro,17,FALSE,FALSE
17149,40588,16144,12187,16086,42.6,49.9%,97.8%,14.9%,10.0%,0.5%,0.4%,15.2%,4.4%,2.2%,0.009,565,0.417926165,Greater Appalachia,831.4006022,Noncore (nonmetropolitan),17,FALSE,FALSE
17151,39223,4331,3461,4326,47.7,51.8%,94.3%,19.6%,6.5%,1.0%,0.1%,20.4%,6.5%,2.3%,0.01,559,0.278457631,Greater Appalachia,368.7699057,Noncore (nonmetropolitan),17,FALSE,FALSE
17153,31980,5871,4326,5836,43.5,48.9%,67.2%,14.1%,9.9%,1.1%,0.6%,24.2%,8.4%,4.9%,0.02,485,0.751490376,Greater Appalachia,199.1852637,Noncore (nonmetropolitan),17,FALSE,FALSE
17155,56358,5822,4495,5745,46,50.5%,99.1%,16.8%,8.5%,2.6%,1.3%,12.3%,4.9%,0.7%,0.002,726,0.350738578,Midlands,160.1605265,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17157,48158,33069,26005,32963,41.7,54.1%,88.8%,14.2%,7.2%,0.9%,0.3%,14.1%,4.8%,1.6%,0.006,614,0.677462276,Greater Appalachia,575.5030557,Noncore (nonmetropolitan),17,FALSE,FALSE
17159,44127,16127,12194,16034,42.4,49.7%,98.8%,23.8%,8.7%,1.2%,0.6%,16.5%,5.8%,2.8%,0.011,524,0.561604762,Greater Appalachia,360.0188763,Noncore (nonmetropolitan),17,FALSE,FALSE
17161,48817,147161,110330,139753,40,49.2%,85.0%,21.4%,8.7%,7.9%,5.0%,12.8%,6.4%,1.9%,0.006,757,0.428700539,Midlands,427.4596755,Medium metro,17,FALSE,FALSE
17163,49895,267029,195398,263954,37.7,48.2%,67.5%,24.4%,9.8%,2.6%,1.2%,12.3%,5.6%,3.0%,0.008,876,0.51005696,Greater Appalachia,657.7789621,Large fringe metro,17,FALSE,FALSE
17165,38258,24783,18789,24659,42.4,48.6%,95.1%,17.7%,10.3%,1.0%,0.5%,20.7%,7.1%,4.4%,0.015,540,0.628979542,Greater Appalachia,379.8266985,Noncore (nonmetropolitan),17,FALSE,FALSE
17167,56167,199016,148364,195863,39.7,48.0%,84.7%,28.2%,7.2%,3.1%,1.6%,13.6%,4.5%,2.3%,0.007,837,0.543051815,Greater Appalachia,868.3018604,Small metro,17,FALSE,FALSE
17169,47723,7311,5762,7236,44.7,53.3%,95.2%,19.7%,17.1%,1.3%,1.0%,16.2%,4.5%,1.2%,0.004,584,0.42251402,Greater Appalachia,437.272933,Noncore (nonmetropolitan),17,FALSE,FALSE
17171,47222,5198,3911,5182,43.5,48.7%,99.5%,12.5%,8.3%,0.4%,0.3%,11.5%,4.4%,1.3%,0.004,588,0.649672951,Greater Appalachia,250.9128263,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17173,47850,22115,16840,22063,44.4,49.8%,98.9%,17.9%,8.5%,0.4%,0.2%,12.8%,5.6%,1.5%,0.006,599,0.523445625,Greater Appalachia,758.5355908,Noncore (nonmetropolitan),17,FALSE,FALSE
17175,50085,5859,4469,5845,45.9,49.3%,98.7%,20.8%,8.3%,0.8%,0.2%,16.2%,6.5%,1.4%,0.005,584,0.374466633,Midlands,288.0791182,Medium metro,17,FALSE,FALSE
17177,45331,46625,35504,46236,44.3,48.4%,88.7%,19.6%,8.1%,1.9%,0.8%,14.0%,5.4%,2.4%,0.007,690,0.698766756,Yankeedom,564.5491606,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17179,58194,135697,101355,134802,40.5,49.4%,97.3%,24.3%,6.8%,1.9%,0.7%,10.8%,5.8%,1.3%,0.004,812,0.434526924,Greater Appalachia,646.8856198,Medium metro,17,FALSE,FALSE
17181,42606,17551,13507,17298,43.6,49.8%,96.1%,21.5%,9.9%,2.8%,1.4%,17.4%,6.4%,3.6%,0.013,598,0.662754259,Greater Appalachia,413.4597896,Noncore (nonmetropolitan),17,FALSE,FALSE
17183,42977,80368,58989,79464,40,49.6%,84.0%,16.4%,9.4%,1.9%,1.1%,15.0%,6.6%,3.5%,0.011,622,0.381669321,Greater Appalachia,898.3684201,Small metro,17,FALSE,FALSE
17185,47491,11652,8864,11451,42.7,48.8%,97.6%,23.2%,7.6%,2.2%,1.7%,17.7%,6.3%,1.6%,0.007,613,0.565825609,Greater Appalachia,223.2537769,Noncore (nonmetropolitan),17,FALSE,FALSE
17187,43699,17701,12933,16831,40.2,48.6%,92.5%,20.1%,8.0%,6.2%,4.9%,12.7%,5.1%,1.6%,0.006,625,0.445737529,Midlands,542.4053821,Noncore (nonmetropolitan),17,FALSE,FALSE
17189,53202,14457,11049,14394,42.6,50.1%,98.2%,23.2%,7.0%,0.9%,0.4%,12.2%,3.6%,1.0%,0.004,679,0.717161237,Greater Appalachia,562.5732817,Noncore (nonmetropolitan),17,FALSE,FALSE
17191,44993,16555,12417,16483,42.4,49.5%,98.2%,19.5%,8.4%,1.0%,0.4%,16.7%,7.8%,1.7%,0.006,553,0.558743582,Greater Appalachia,713.8139893,Noncore (nonmetropolitan),17,FALSE,FALSE
17193,44648,14464,11058,14374,44.5,48.4%,99.2%,18.9%,8.5%,1.3%,0.6%,18.7%,5.5%,2.8%,0.01,545,0.531180863,Greater Appalachia,494.7665807,Noncore (nonmetropolitan),17,FALSE,FALSE
17195,47401,57525,43065,56786,42.7,49.2%,94.6%,18.6%,8.5%,3.0%,1.3%,14.9%,5.6%,1.9%,0.006,696,0.602503259,Yankeedom,684.2498145,Micropolitan (nonmetropolitan),17,FALSE,FALSE
17197,76101,683995,479061,645968,36.6,49.7%,77.0%,26.4%,7.9%,12.0%,5.6%,8.5%,5.6%,1.0%,0.002,1464,0.455419996,Midlands,836.9348442,Large fringe metro,17,TRUE,FALSE
17199,44453,67121,51215,66443,41,49.6%,94.1%,22.3%,8.7%,2.0%,1.0%,15.4%,5.6%,2.4%,0.008,678,0.440443378,Greater Appalachia,420.1749043,Small metro,17,FALSE,FALSE
17201,48225,290439,213563,277855,39.2,48.8%,81.4%,20.3%,10.2%,8.0%,4.3%,13.1%,6.1%,2.5%,0.007,869,0.531815631,Yankeedom,513.3985103,Medium metro,17,FALSE,FALSE
17203,65852,39106,28229,38910,39.9,49.5%,98.0%,25.9%,5.7%,1.1%,0.5%,9.4%,4.9%,0.6%,0.002,878,0.397304761,Midlands,527.8113051,Medium metro,17,FALSE,FALSE
18001,48188,34642,22998,34541,33.8,49.4%,98.0%,13.6%,23.5%,0.8%,0.3%,12.6%,3.0%,1.0%,0.003,656,0.726921078,Midlands,339.0283838,Micropolitan (nonmetropolitan),18,TRUE,FALSE
18003,49092,363453,257950,349960,35.6,48.8%,82.6%,23.6%,13.7%,6.4%,3.7%,11.7%,3.6%,2.2%,0.007,740,0.525448958,Midlands,657.3213005,Medium metro,18,TRUE,FALSE
18005,55050,79488,58333,74142,38.1,49.7%,88.6%,25.6%,11.2%,8.4%,6.7%,12.1%,2.9%,1.6%,0.006,847,0.472071256,Greater Appalachia,406.8939939,Small metro,18,FALSE,FALSE
18007,47046,8752,6355,8585,40.4,49.9%,98.7%,16.9%,13.9%,2.4%,1.9%,18.1%,3.4%,1.7%,0.005,653,0.796503656,Midlands,406.4174847,Small metro,18,FALSE,FALSE
18009,38190,12476,9425,12430,43.3,49.3%,98.9%,13.1%,14.6%,0.9%,0.4%,20.6%,4.5%,2.0%,0.008,601,0.310596345,Greater Appalachia,165.0797673,Noncore (nonmetropolitan),18,TRUE,FALSE
18011,67552,60511,42775,59398,38.8,49.6%,96.1%,33.5%,7.8%,3.6%,1.8%,9.6%,3.1%,0.8%,0.002,1085,0.554395069,Greater Appalachia,422.9116489,Large fringe metro,18,TRUE,FALSE
18013,54615,15011,11697,14949,48.3,50.1%,99.1%,22.5%,13.4%,1.5%,0.4%,11.6%,3.1%,1.2%,0.004,929,0.231430284,Greater Appalachia,311.9874793,Large fringe metro,18,FALSE,FALSE
18015,52005,20014,14787,19693,41.5,49.7%,99.0%,17.8%,14.4%,2.7%,1.6%,15.2%,3.5%,0.9%,0.003,725,0.38802838,Midlands,372.2280567,Small metro,18,TRUE,FALSE
18017,42290,38476,28180,35871,40.1,50.0%,87.4%,14.8%,15.4%,9.2%,6.8%,14.1%,4.2%,2.1%,0.007,639,0.449189105,Midlands,412.1547794,Micropolitan (nonmetropolitan),18,TRUE,FALSE
18019,51699,113181,84268,110834,38.7,49.1%,90.7%,20.3%,12.5%,3.3%,2.1%,15.0%,3.8%,2.1%,0.007,836,0.332370274,Greater Appalachia,372.8304293,Large fringe metro,18,FALSE,FALSE
18021,47602,26686,19757,26658,40.4,49.0%,99.3%,16.8%,11.8%,0.2%,0.1%,16.9%,4.0%,2.4%,0.007,706,0.422693547,Greater Appalachia,357.573055,Small metro,18,FALSE,FALSE
18023,48478,32835,23520,31244,38.4,49.2%,93.8%,14.6%,13.5%,6.2%,4.8%,12.9%,3.4%,1.7%,0.005,722,0.446017969,Greater Appalachia,405.067192,Micropolitan (nonmetropolitan),18,TRUE,FALSE
18025,38695,10591,7967,10577,43.1,50.5%,98.3%,11.2%,9.6%,0.4%,0.1%,21.2%,4.7%,3.4%,0.012,564,0.367198565,Greater Appalachia,305.6391285,Noncore (nonmetropolitan),18,FALSE,FALSE
18027,47342,32411,22211,31847,35,50.1%,96.8%,14.4%,20.8%,2.3%,1.7%,13.3%,3.0%,1.6%,0.006,637,0.541328561,Greater Appalachia,429.4888285,Micropolitan (nonmetropolitan),18,FALSE,FALSE
18029,58680,49679,36720,49432,41.7,49.9%,97.7%,19.9%,8.9%,1.3%,0.5%,11.7%,4.0%,1.3%,0.004,914,0.406207854,Greater Appalachia,305.03402,Large fringe metro,18,TRUE,FALSE
18031,49799,26240,19103,25977,39.5,49.5%,97.1%,16.4%,12.9%,2.2%,1.0%,13.9%,3.1%,1.7%,0.006,735,0.568559451,Greater Appalachia,372.5678135,Micropolitan (nonmetropolitan),18,TRUE,FALSE
18033,48341,42449,30627,42119,38.6,49.8%,98.6%,17.3%,13.5%,1.3%,0.8%,16.8%,3.5%,1.6%,0.005,714,0.404367594,Midlands,362.8325776,Micropolitan (nonmetropolitan),18,TRUE,FALSE
18035,38830,117335,87559,115644,34.8,48.0%,91.8%,19.0%,12.1%,2.1%,1.4%,16.5%,4.6%,2.6%,0.009,684,0.296774194,Greater Appalachia,392.1281403,Small metro,18,TRUE,FALSE
18037,53513,42291,30734,40948,41.2,49.9%,96.0%,20.7%,7.4%,4.7%,3.2%,9.5%,2.8%,0.9%,0.003,659,0.743657043,Greater Appalachia,427.2702152,Micropolitan (nonmetropolitan),18,FALSE,FALSE
18039,47913,200685,139274,188055,35.2,49.4%,88.7%,15.3%,18.9%,8.3%,6.3%,13.1%,3.2%,1.5%,0.004,771,0.410927573,Midlands,463.1738264,Small metro,18,TRUE,FALSE
